public_owner_id,voice_id,date_unix,name,accent,gender,age,descriptive,use_case,category,language,description,preview_url,usage_character_count_1_y,usage_character_count_7_d,play_api_usage_character_count_1_y,cloned_by_count,rate,free_users_allowed,live_moderation_enabled,featured,notice_period,instagram_username,twitter_username,youtube_username,tiktok_username,image_url
47435b72bbb56c3eb284375a7daff4d15a3ab57ffaeb2fc6c8d2b67449fc6a19,4Yjl2eharAQIomWyiS0x,1714333858,"Mr Brown - Deep, Gruff, Masculine, Raspy",american,male,old,deep,narrative_story,generated,,A deep old male voice. Perfect for motivational videos.,https://storage.googleapis.com/eleven-public-prod/pCPkyWAYtBYPds1HOclxN3jULjd2/voices/4Yjl2eharAQIomWyiS0x/b1ef0164-28bd-45c7-9ed5-bcdf124ff20a.mp3,3895049,232870,0,638,1.0,True,False,False,,,,,,
d916fcfa060b6620c9e279a28ec37dd9a05cce12a8d69a080a572875bc7c5594,T70cYJuTXhU1RNikzT0Q,1714327399,narrador-35,american,male,old,casual,narrative_story,generated,,"Middle-aged man, casual voice. Ideal for documentaries.",https://storage.googleapis.com/eleven-public-prod/Fpb4krdQfwciT3Xy4YNHCgEYGA03/voices/T70cYJuTXhU1RNikzT0Q/10b4863e-0d59-429a-b9d8-c87e67a48e50.mp3,1773635,118588,0,215,1.0,True,False,False,,,,,,
8305443ce50a5dba3fcb6735634e88257c3b6365fb539fe4389b842565c2c53f,tLxKjKcVsUF2fhH5aCxX,1714308472,"Mayor of Senara - Authoritative, Experienced, Paternal",american,male,old,professional,narrative_story,generated,,"Imagine a voice that exudes the confidence of a seasoned leader, a steady hand that has guided a community through countless trials and triumphs. The Mayor of Senara's aged American accent is a testament to a life spent in service, each word a reflection of the hard-earned wisdom that comes from decades of public service. His voice is a reassuring presence, a reminder that even in the face of adversity, there is always a path forward for those who remain committed to the greater good.",https://storage.googleapis.com/eleven-public-prod/lA5gT7FFPLVt66XJyVjpVR1ljPA2/voices/tLxKjKcVsUF2fhH5aCxX/bd0cd0db-4d99-4099-b287-d1ce2e83b3f7.mp3,113079,5433,0,60,1.0,True,False,False,,,,,,
d7e43fce98e3dabcd2015d2b00f2d4841bd717c9e3704e4059a6bf891f2a3e78,mrxlJIFcWF3AJD8MimgI,1712934372,Fred,american,male,old,intense,narrative_story,generated,,An old man with American accent. Perfect for story telling.,https://storage.googleapis.com/eleven-public-prod/cAHdGLQJkfZlVv8buxJ3FrRtsPI2/voices/mrxlJIFcWF3AJD8MimgI/5a32aaa4-efe9-4793-bbab-e2fbb0f64670.mp3,814543,26367,0,135,1.0,True,False,False,,,,,,
5d30d4a2ec6598900481a1f72bab23755468fd157c39bf18814bab6fb2f50c59,ow7RR6z1XlfckTAlrYaJ,1712549743,Oi,american,male,old,confident,advertisement,generated,,Old American Quintessential male voice. Perfect for commercials.,https://storage.googleapis.com/eleven-public-prod/63YWf9FcbyS5PpTayiUUxnQ95Cj2/voices/ow7RR6z1XlfckTAlrYaJ/16b0959f-e4f5-4425-b017-156e74af574d.mp3,329723,21821,0,213,1.0,True,False,False,,,,,,
32081cbd6efcf79072bb1e3c05852f8dfd765b2c4aae3e430c1649888dd804d2,xb5k4Ny6aYbXGdSnCzBl,1711785247,Arnold,american,male,old,deep,entertainment_tv,generated,,Old American male with a deep and smooth voice. Suitable for Entertainment & TV,https://storage.googleapis.com/eleven-public-prod/ixwJeWz5EifrpQ8uno1I9TYJQv53/voices/xb5k4Ny6aYbXGdSnCzBl/8754d2de-e1dc-432c-a8c0-d42764f34d18.mp3,3807163,187291,0,1690,1.0,True,False,False,,,,,,
e7b0eeb5e350c049a72db07a46e20cecddb6ae166d85150150fceb6a57645e6f,GENtc1uU9r4mEDdGhHuL,1711755208,Old Joshua,american,male,old,deep,narrative_story,generated,,Old American male with a deep and formal voice. Suitable for a Narrator.,https://storage.googleapis.com/eleven-public-prod/oM6fD9g30cZXGrWiteTGD9drCyB3/voices/GENtc1uU9r4mEDdGhHuL/42de0470-b29d-4b58-85d9-751bf06b6811.mp3,40639691,2298389,85,7960,1.0,True,False,False,,,,,,
42b32586ce0e9ae900aa9b69c7dba68b7107b5c6589885032fde2796eba268c0,wam76Zy62YvAaMhwX9BD,1711420763,Raymond Elliott,american,male,old,confident,entertainment_tv,generated,,"An American crime reporter or lawyer in the 1960s and 70s, who focuses mostly on the facts. Perfect as a crime series narrator, or a lawyer explaining a case.",https://storage.googleapis.com/eleven-public-prod/HMvvEtuHsZRdl9thyhrEDKKtOW53/voices/wam76Zy62YvAaMhwX9BD/6655c4dc-3c63-47aa-a3cf-66e9d0ba8441.mp3,3286170,270762,0,968,1.0,True,False,False,,,,,,
42b32586ce0e9ae900aa9b69c7dba68b7107b5c6589885032fde2796eba268c0,vJ6kltYzAP19Axi7DgC6,1711419064,Robert Gale: Midwestern Company Man,american,male,old,confident,narrative_story,generated,,"Old American male voice. Perfect for narrating middle American TV series, or corporate sales voiceover. ",https://storage.googleapis.com/eleven-public-prod/HMvvEtuHsZRdl9thyhrEDKKtOW53/voices/vJ6kltYzAP19Axi7DgC6/4ef746b5-dd27-44f7-b936-a0ec6b546b69.mp3,1404213,28569,0,269,1.0,True,False,False,,,,,,
32081cbd6efcf79072bb1e3c05852f8dfd765b2c4aae3e430c1649888dd804d2,QYZ8fWpQgWbyWocGrJrJ,1710751028,Martin,american,male,old,calm,social_media,generated,,A very crisp and confident American male voice. Great for Social media content.,https://storage.googleapis.com/eleven-public-prod/ixwJeWz5EifrpQ8uno1I9TYJQv53/voices/QYZ8fWpQgWbyWocGrJrJ/03587c2d-b45e-426c-92f7-d20593f5b3d1.mp3,4632914,181742,0,1463,1.0,True,False,False,,,,,,
57ceb2be4d32edfbf49aed81177f66f3324c2587aeb52da7361b5a40ee31a76d,O59hIXxjvVMmPyAmwEki,1710712555,Victorino - Deep,american,male,old,deep,narrative_story,generated,,Old American deep male voice.  perfect for reading.,https://storage.googleapis.com/eleven-public-prod/6rEFmG0weEgVxsCGCbjOcj2AXpW2/voices/O59hIXxjvVMmPyAmwEki/d73b3211-6df0-4ffa-9b04-8ab26d6f62ad.mp3,979795,118429,0,234,1.0,True,False,False,,,,,,
57ceb2be4d32edfbf49aed81177f66f3324c2587aeb52da7361b5a40ee31a76d,uqui6pYRwFXCX0R8SeEK,1710712189,Neil_Deep voice,american,male,old,deep,informative_educational,generated,,Old American male with a deep voice. Perfect for documentaries.,https://storage.googleapis.com/eleven-public-prod/6rEFmG0weEgVxsCGCbjOcj2AXpW2/voices/uqui6pYRwFXCX0R8SeEK/b56bbaed-d29c-4c21-88b1-756e7567e158.mp3,7472113,343605,0,2974,1.0,True,False,False,,,,,,
77c48e0f07781b0ce9f10d6796dece7c7bf5a9152895ad5350f2d011595b915c,xDBqezbIeYil8jkpc3c0,1710302207,Old man with a soft voice,american,male,old,calm,conversational,generated,,"An old American male with a soft, quiet voice. Great for conversational content.",https://storage.googleapis.com/eleven-public-prod/uRcoDhI6DVf8aT39RswuDWK2C0P2/voices/xDBqezbIeYil8jkpc3c0/d2771c6e-0383-4050-bfa8-84a963baa098.mp3,2074936,38843,0,574,1.0,True,False,False,,,,,,
b72312c9c8a7db812d7d0b9f83ae184f1adbf008465ab96318a9fde373fb6f79,v4tFbQnnBe410aXaNWFa,1710168297,harry deep and warm,american,male,old,deep,narrative_story,generated,,Old American man with deep warm voice. Great for narrations.,https://storage.googleapis.com/eleven-public-prod/wkvBRrB284hMaoLKHZ3c4tsZsAo1/voices/v4tFbQnnBe410aXaNWFa/8d81bc72-7a06-4f85-a8f2-be036be2347d.mp3,130287846,6700083,3366,22316,1.0,True,False,False,,,,,,
09e3a14f14edc1fe3fba4f5ad4c21cdd719abba1ef7227c2d9b0e82f41f2fec7,kZhljPHcxLFYFyIDTupK,1710153645,Morgan - Deep voice ,american,male,old,deep,informative_educational,generated,,"An Old American male. Beautiful deep and calm voice, ideal for narration. incredibly realistic.",https://storage.googleapis.com/eleven-public-prod/koOonD4HAsSMVyHuP4QTaatQ9cA2/voices/kZhljPHcxLFYFyIDTupK/a3a2111b-d608-4fae-bf31-15a0fde5ff9f.mp3,14172157,1458804,0,1660,1.0,True,False,False,,,,,,
7427aeaa50f88c0e2eb901c6df74b478ef25eb565cc2177aa7293b0acbbc71ec,EbrsUc4q8LyghqDwO1NI,1709920482,Mr Storyteller,american,male,old,mature,narrative_story,generated,,"Deep, mature, strong old-school American male voice, great for telling stories. Imagine your wise grandpa spinning tales. Perfect for audioobooks & narrations.",https://storage.googleapis.com/eleven-public-prod/mEe3gl5IP8QLvRfv4ZQ59CRPWK53/voices/EbrsUc4q8LyghqDwO1NI/4c8e50d5-f13f-4c66-9e1e-819bfc0373ac.mp3,36183089,712670,4556,7534,1.0,True,False,False,,,,,,
7233204b55d8ee1e5460742e4764fefa044341adf01bac1573d47dc71944dbb2,defYBmrY4ScMZglfROAQ,1709854884,Cornelis,american,male,old,classy,narrative_story,generated,,An old American male with a classy & relaxed voice. Great for Narrations.,https://storage.googleapis.com/eleven-public-prod/uiCAvegwM8OFTkMnu2LwPdCXIO63/voices/defYBmrY4ScMZglfROAQ/40a6edda-46b7-4c32-82a6-cfafb0a50f38.mp3,362791,57469,0,69,1.0,True,False,False,,,,,,
a8eef491b7f1bb76662b0db360ce1b379abb497eb61db308d5fb62f5dfee7bb3,fi2r0fw0bQUShZBKDyrI,1709144301,Călin OZ ,american,male,old,wise,conversational,generated,,An Old American male. A lifetime of experiences has given him a deep well of knowledge and wisdom. He speaks with a quiet confidence and offers valuable insights and advice.,https://storage.googleapis.com/eleven-public-prod/FJwaL91a8SZIMeJz4Nx1ea8F1N63/voices/fi2r0fw0bQUShZBKDyrI/ba51edb4-2776-410b-aee9-597a25ec7492.mp3,526382,8926,0,172,1.0,True,False,False,,,,,,
57ceb2be4d32edfbf49aed81177f66f3324c2587aeb52da7361b5a40ee31a76d,xnF7fEvAqeAhfxecgiMe,1708302655,Brian - Old Teacher,american,male,old,wise,informative_educational,generated,,An old American male wise voice. Works well for Educational content.,https://storage.googleapis.com/eleven-public-prod/6rEFmG0weEgVxsCGCbjOcj2AXpW2/voices/xnF7fEvAqeAhfxecgiMe/6b506f8a-93ed-46cd-984b-6594dd57d464.mp3,1981581,139394,0,612,1.0,True,False,False,,,,,,
57ceb2be4d32edfbf49aed81177f66f3324c2587aeb52da7361b5a40ee31a76d,CMjOBfvr2WJglVRtrUKr,1708285533,Neal - Perfect for documentaries,american,male,old,crisp,entertainment_tv,generated,,An old American man with a perfect and Clear Voice.Well suited for Documentaries.,https://storage.googleapis.com/eleven-public-prod/6rEFmG0weEgVxsCGCbjOcj2AXpW2/voices/CMjOBfvr2WJglVRtrUKr/fd70b7ba-1308-46e3-9d6a-eef9d77011fe.mp3,13934051,518110,0,7726,1.0,True,False,False,,,,,,
d1dface5669e8ad5d0acf36c48f8247d1cd7cbeb7e7d4c80a4473b80fda937b2,TrM4lYyxxYGPKiPhKHix,1707972526,Armstrong,american,male,old,deep,narrative_story,generated,,Old American male with a deep and smooth voice for a storyteller.,https://storage.googleapis.com/eleven-public-prod/gXPf4co4eUSNQXz6OuxNCXXFEOD3/voices/TrM4lYyxxYGPKiPhKHix/7c76472f-faed-4da6-af97-55164091f648.mp3,290923,6221,0,121,1.0,True,False,False,,,,,,
5d30d4a2ec6598900481a1f72bab23755468fd157c39bf18814bab6fb2f50c59,oz00x3DUdzvssSbyPL4r,1707628022,Andrew,american,male,old,pleasant,,generated,,Old American Male voice with an amazing range of expression. Perfect for Romantic Novel narration.,https://storage.googleapis.com/eleven-public-prod/63YWf9FcbyS5PpTayiUUxnQ95Cj2/voices/oz00x3DUdzvssSbyPL4r/f34a2991-124e-4701-90b5-d0715bb932dd.mp3,1165372,50619,0,267,1.0,True,False,False,,,,,,
4c4b8195205bfa52a8de3a2281ddfb6781b9b4fd2884c28206b8ec09ca5e161c,wrPmyNKQOFUYrDKPkyGl,1706803167,General Joe - WWII Narrator,american,male,old,raspy,entertainment_tv,generated,,An Old American male. Deep army general voice for WWII-style documentaries. ,https://storage.googleapis.com/eleven-public-prod/ZvtjvUZLlOQERQyZHRWLIFvOhAE3/voices/wrPmyNKQOFUYrDKPkyGl/58553328-a99f-40eb-9b74-4ab90c19f215.mp3,24663994,1052260,0,2806,1.0,True,False,False,,,,,,
a8191b2827241867444bfc070ec8692bd9d53f97a252a9349179439512db1892,BQRzGVjZjPJHzYcu1uTN,1706603322,Stephen - Narrator,american,male,old,deep,narrative_story,generated,,An Old American male. Voice is deep and makes for good storytelling and narration.,https://storage.googleapis.com/eleven-public-prod/LPSMwp0QPIPEu76c5UE6a2Tg6kU2/voices/BQRzGVjZjPJHzYcu1uTN/1ef7eb51-4d7d-44df-838b-2d7222a91b28.mp3,1143063,117578,0,126,1.0,True,False,False,,,,,,
5d30d4a2ec6598900481a1f72bab23755468fd157c39bf18814bab6fb2f50c59,MBjpvCy7mZg0kprZvkgs,1706498822,Hank,american,male,old,confident,narrative_story,generated,,An Old American male. Voice is suited for Action Novel story-telling. Perfect for engaging listeners.,https://storage.googleapis.com/eleven-public-prod/63YWf9FcbyS5PpTayiUUxnQ95Cj2/voices/MBjpvCy7mZg0kprZvkgs/f2d1c168-1b21-48bc-85fb-056d77c354d4.mp3,193327,17406,0,73,1.0,True,False,False,,,,,,
47435b72bbb56c3eb284375a7daff4d15a3ab57ffaeb2fc6c8d2b67449fc6a19,uVO0SulTgtqQa0uMc31a,1706302884,"Old Mitchell - Deep, Authoritative, Narrative",american,male,old,wise,characters_animation,generated,,"An old American male voice. Works well for narration, or old western characters.",https://storage.googleapis.com/eleven-public-prod/pCPkyWAYtBYPds1HOclxN3jULjd2/voices/uVO0SulTgtqQa0uMc31a/a2ade005-4474-4dde-aa14-5acb59df7722.mp3,34322458,1306283,756,8693,1.0,True,False,False,,,,,,
a8191b2827241867444bfc070ec8692bd9d53f97a252a9349179439512db1892,tF1ufpJOhYA6v3OGfhAM,1705523979,Richard -- The Man in Charge,american,male,old,deep,advertisement,generated,,"Old-American male. Deep, rich voice perfect for narration, selling luxury goods or just commanding your attention.",https://storage.googleapis.com/eleven-public-prod/LPSMwp0QPIPEu76c5UE6a2Tg6kU2/voices/tF1ufpJOhYA6v3OGfhAM/626a45ca-d601-4f21-af67-4de5c2b9616c.mp3,6558038,301558,4528,1954,1.0,True,False,False,,,,,,
5d30d4a2ec6598900481a1f72bab23755468fd157c39bf18814bab6fb2f50c59,uPcn9k0RbyG0eckJvQqs,1705386382,Brent,american,male,old,deep,,generated,,Old American male with a very deep voice. Would make a great narrator. ,https://storage.googleapis.com/eleven-public-prod/63YWf9FcbyS5PpTayiUUxnQ95Cj2/voices/uPcn9k0RbyG0eckJvQqs/6186b1d3-0e85-46be-9bd3-24d11083c51c.mp3,141488,2164,0,80,1.0,True,False,False,,,,,,
0bafd70aebbff58be3f6aee8cded3c2deb4598d22d001eb7ebd0f430ef7417b9,bCXy39oLEre4muK1pumN,1704383976,SocraGPTs,american,male,old,formal,advertisement,generated,,A middle-aged American woman with a formal and professional tone that's perfect for business voiceovers.,https://storage.googleapis.com/eleven-public-prod/N9nr2MNIO6TugKyOU4QtXqamb4H3/voices/bCXy39oLEre4muK1pumN/35c132e2-a730-42cb-81bd-f3f7d124c5e3.mp3,320357,6584,0,213,1.0,True,False,False,,,,,,
8305443ce50a5dba3fcb6735634e88257c3b6365fb539fe4389b842565c2c53f,TbNrDvTbEMByOAxzUwQv,1703011088,"Alexander - Deep, Calm and Authoritative",american,male,old,deep,,generated,,"Old American male. Discover the commanding presence of Alexander's voice, where depth meets clarity in every word. Experience the calm yet authoritative tone that captivates and inspires, ideal for impactful narration and persuasive presentations. ",https://storage.googleapis.com/eleven-public-prod/lA5gT7FFPLVt66XJyVjpVR1ljPA2/voices/TbNrDvTbEMByOAxzUwQv/0ca67d1c-9288-48ba-98d2-003c079566e5.mp3,8444678,265513,0,1444,1.0,True,False,False,,,,,,
8305443ce50a5dba3fcb6735634e88257c3b6365fb539fe4389b842565c2c53f,762VZ88WgOXetLsrt3Rt,1702153772,"Temos - Rich, Authentic",american,male,old,formal,advertisement,generated,,"Discover the Rich, Authentic Voice of Temos - Your Ideal Choice for Narration and Voice-Overs. With his deep, resonant voice that carries the wisdom and charm of an old American male, Temos brings stories to life. Perfect for documentaries, audiobooks, and commercials, his voice adds a touch of class and credibility to any project.",https://storage.googleapis.com/eleven-public-prod/lA5gT7FFPLVt66XJyVjpVR1ljPA2/voices/762VZ88WgOXetLsrt3Rt/ad66d32a-f70d-4387-8bca-3bd0275a6ca8.mp3,1382166,8779,0,641,1.0,True,False,False,,,,,,
8305443ce50a5dba3fcb6735634e88257c3b6365fb539fe4389b842565c2c53f,DL32hqiGxhvHY1wZtjc4,1702024930,Hadrian,american,male,old,confident,,generated,,"An old American male voice, Hadrian brings a rich, deep tone that commands attention and respect. Ideal for impactful messages and storytelling, this voice carries the weight of experience and the subtlety of nuanced expression.",https://storage.googleapis.com/eleven-public-prod/lA5gT7FFPLVt66XJyVjpVR1ljPA2/voices/DL32hqiGxhvHY1wZtjc4/1a4675fd-db8a-4789-869b-f58c16cf9333.mp3,191159,5117,0,74,1.0,True,False,False,,,,,,
887d2dc20e77ba2097324745303bf1ad7669db35ceabe745ef85280b912f1c83,W2cCQ9wxF3zlIhZjyYel,1702000711,Clint - dark and intense,american,male,old,calm,,generated,,Old American male. Voice is cool and calm. Perfect for narrations.,https://storage.googleapis.com/eleven-public-prod/y53gCUzCWyXUpljRMs3MpmcCDeF3/voices/W2cCQ9wxF3zlIhZjyYel/c25c86a3-4f29-44de-b79c-9036489c4abb.mp3,1442161,21309,0,613,1.0,True,False,False,,,,,,
8305443ce50a5dba3fcb6735634e88257c3b6365fb539fe4389b842565c2c53f,2LnE5p7zW6rLtqwRrhxj,1701065287,Fennelosa,american,male,old,wise,,generated,,"An old American male voice brimming with depth and richness. Perfect for storytelling, his voice carries the wisdom and spirit of American history, making every narrative memorable.",https://storage.googleapis.com/eleven-public-prod/lA5gT7FFPLVt66XJyVjpVR1ljPA2/voices/2LnE5p7zW6rLtqwRrhxj/9b483493-fe64-46b3-8f9d-6d7915def862.mp3,65058,123,0,27,1.0,True,False,False,,,,,,
2759d36b33f17b7e2264bf1de37e623a5a771b31eadf3dae03c5aa462b1f5a3a,k2k7VM2oZghDtUPcFoJe,1701058512,Gary - Scientific documentary narrator,american,male,old,wise,informative_educatio,generated,,"An old American man that has been a narrator of scientific documentaries for a great many years, slightly tired but highly skilled.",https://storage.googleapis.com/eleven-public-prod/ZTwv5nUwkPO78xX4PO9hG2IbIPU2/voices/k2k7VM2oZghDtUPcFoJe/7e18aaa5-a313-4d6e-ada1-7d0c43087306.mp3,140015,875,0,86,1.0,True,False,False,,,,,,
963fbe765d852b60c95c36687f5b9945e6e7d328a8851217080719900340ceec,WltHvowoWugN7JpA1dIG,1700913525,Charles - Deep Hoarseness Voice,american,male,old,pleasant,social_media,generated,,An Old American with deep Hoarseness Voice Good For educational videos in social medias,https://storage.googleapis.com/eleven-public-prod/pfReuAo0QKbBNMVgI2MamcYNCge2/voices/WltHvowoWugN7JpA1dIG/b3833005-ece3-4200-afe6-a409cea4b561.mp3,5246853,74782,0,1920,1.0,True,False,False,,,,,,
963fbe765d852b60c95c36687f5b9945e6e7d328a8851217080719900340ceec,74DSFEfDFahZncD4swia,1700913244,Theodore-Old Man  Deep Husky Voice,american,male,old,husky,social_media,generated,,An old American man with a husky deep voice perfect for social Media educational Videos.,https://storage.googleapis.com/eleven-public-prod/pfReuAo0QKbBNMVgI2MamcYNCge2/voices/74DSFEfDFahZncD4swia/e4b6f9ce-5e4b-4e6b-8595-2f3472954858.mp3,11385749,366342,0,3842,1.0,True,False,False,,,,,,
963fbe765d852b60c95c36687f5b9945e6e7d328a8851217080719900340ceec,IDsocWs8GiXnFAfHwRle,1700910363,Oscar - Old Deep Narrator,american,male,old,deep,informative_educational,generated,,An Old American man with a deep Voice Great for Social Media or Educational Videos.,https://storage.googleapis.com/eleven-public-prod/pfReuAo0QKbBNMVgI2MamcYNCge2/voices/IDsocWs8GiXnFAfHwRle/a3f420b4-5823-48d1-9232-856a6ec1936d.mp3,1062815,25110,0,406,1.0,True,False,False,,,,,,
ebc55c5eda1b3218f480f9221fddc482683561ded4c8ef3bd737eadd4cb1b786,BgOrIVeAmV0XZNEz3ruU,1700306894,Nimbus - deep & meditative,american,male,old,neutral,entertainment_tv,generated,,"An old American deep and meditative male voice. Use for guided meditation recordings, content creation, radio, etc.",https://storage.googleapis.com/eleven-public-prod/9Dv3jzCkGMNqEr6RT7qtT9CsIgv1/voices/BgOrIVeAmV0XZNEz3ruU/9a7a003f-9991-40ab-b28a-e55107c01e0d.mp3,6219239,247127,0,1327,1.0,True,False,False,,,,,,
8305443ce50a5dba3fcb6735634e88257c3b6365fb539fe4389b842565c2c53f,piGSPxxiQt0BG8z7SMfK,1699818010,Alchemist,american,male,old,crisp,narrative_story,generated,,"Experience the rich, seasoned tones of 'Alchemist,' an old American male voice talent. Ideal for projects needing depth and authenticity, his voice brings a touch of timelessness to any narration or advertisement.",https://storage.googleapis.com/eleven-public-prod/lA5gT7FFPLVt66XJyVjpVR1ljPA2/voices/piGSPxxiQt0BG8z7SMfK/2cb84c7c-05cc-4b8e-a4ee-6663dd1ab998.mp3,170697,1307,0,53,1.0,True,False,False,,,,,,
