voice_id,name,preview_url,owner_id,permission_on_resource,is_legacy,is_mixed,accent,description,age,gender,category,language,descriptive
9BWtsMINqrJLrRacOk9x,Aria,https://storage.googleapis.com/eleven-public-prod/premade/voices/9BWtsMINqrJLrRacOk9x/405766b8-1f4e-4d3c-aba1-6f25333823ec.mp3,,,False,False,American,expressive,middle-aged,female,social media,,
CwhRBWXzGAHq8TQ4Fs17,Roger,https://storage.googleapis.com/eleven-public-prod/premade/voices/CwhRBWXzGAHq8TQ4Fs17/58ee3ff5-f6f2-4628-93b8-e38eb31806b0.mp3,,,False,False,American,confident,middle-aged,male,social media,,
EXAVITQu4vr4xnSDxMaL,Sarah,https://storage.googleapis.com/eleven-public-prod/premade/voices/EXAVITQu4vr4xnSDxMaL/01a3e33c-6e99-4ee7-8543-ff2216a32186.mp3,,,False,False,american,soft,young,female,news,,
FGY2WhTYpPnrIDTdsKH5,Laura,https://storage.googleapis.com/eleven-public-prod/premade/voices/FGY2WhTYpPnrIDTdsKH5/67341759-ad08-41a5-be6e-de12fe448618.mp3,,,False,False,American,upbeat,young,female,social media,,
IKne3meq5aSn9XLyUdCD,Charlie,https://storage.googleapis.com/eleven-public-prod/premade/voices/IKne3meq5aSn9XLyUdCD/102de6f2-22ed-43e0-a1f1-111fa75c5481.mp3,,,False,False,Australian,natural,middle aged,male,conversational,,
JBFqnCBsd6RMkjVDRZzb,George,https://storage.googleapis.com/eleven-public-prod/premade/voices/JBFqnCBsd6RMkjVDRZzb/e6206d1a-0721-4787-aafb-06a6e705cac5.mp3,,,False,False,British,warm,middle aged,male,narration,,
N2lVS1w4EtoT3dr4eOWO,Callum,https://storage.googleapis.com/eleven-public-prod/premade/voices/N2lVS1w4EtoT3dr4eOWO/ac833bd8-ffda-4938-9ebc-b0f99ca25481.mp3,,,False,False,Transatlantic,intense,middle-aged,male,characters,,
SAz9YHcvj6GT2YYXdXww,River,https://storage.googleapis.com/eleven-public-prod/premade/voices/SAz9YHcvj6GT2YYXdXww/e6c95f0b-2227-491a-b3d7-2249240decb7.mp3,,,False,False,American,confident,middle-aged,non-binary,social media,,
TX3LPaxmHKxFdv7VOQHJ,Liam,https://storage.googleapis.com/eleven-public-prod/premade/voices/TX3LPaxmHKxFdv7VOQHJ/63148076-6363-42db-aea8-31424308b92c.mp3,,,False,False,American,articulate,young,male,narration,,
XB0fDUnXU5powFXDhCwa,Charlotte,https://storage.googleapis.com/eleven-public-prod/premade/voices/XB0fDUnXU5powFXDhCwa/942356dc-f10d-4d89-bda5-4f8505ee038b.mp3,,,False,False,Swedish,seductive,young,female,characters,,
Xb7hH8MSUJpSbSDYk0k2,Alice,https://storage.googleapis.com/eleven-public-prod/premade/voices/Xb7hH8MSUJpSbSDYk0k2/d10f7534-11f6-41fe-a012-2de1e482d336.mp3,,,False,False,British,confident,middle-aged,female,news,,
XrExE9yKIg1WjnnlVkGX,Matilda,https://storage.googleapis.com/eleven-public-prod/premade/voices/XrExE9yKIg1WjnnlVkGX/b930e18d-6b4d-466e-bab2-0ae97c6d8535.mp3,,,False,False,American,friendly,middle-aged,female,narration,,
bIHbv24MWmeRgasZH58o,Will,https://storage.googleapis.com/eleven-public-prod/premade/voices/bIHbv24MWmeRgasZH58o/8caf8f3d-ad29-4980-af41-53f20c72d7a4.mp3,,,False,False,American,friendly,young,male,social media,,
cgSgspJ2msm6clMCkdW9,Jessica,https://storage.googleapis.com/eleven-public-prod/premade/voices/cgSgspJ2msm6clMCkdW9/56a97bf8-b69b-448f-846c-c3a11683d45a.mp3,,,False,False,American,expressive,young,female,conversational,,
cjVigY5qzO86Huf0OWal,Eric,https://storage.googleapis.com/eleven-public-prod/premade/voices/cjVigY5qzO86Huf0OWal/d098fda0-6456-4030-b3d8-63aa048c9070.mp3,,,False,False,American,friendly,middle-aged,male,conversational,,
iP95p4xoKVk53GoZ742B,Chris,https://storage.googleapis.com/eleven-public-prod/premade/voices/iP95p4xoKVk53GoZ742B/3f4bde72-cc48-40dd-829f-57fbf906f4d7.mp3,,,False,False,American,casual,middle-aged,male,conversational,,
nPczCjzI2devNBz1zQrb,Brian,https://storage.googleapis.com/eleven-public-prod/premade/voices/nPczCjzI2devNBz1zQrb/2dd3e72c-4fd3-42f1-93ea-abc5d4e5aa1d.mp3,,,False,False,American,deep,middle-aged,male,narration,,
onwK4e9ZLuTAKqWW03F9,Daniel,https://storage.googleapis.com/eleven-public-prod/premade/voices/onwK4e9ZLuTAKqWW03F9/7eee0236-1a72-4b86-b303-5dcadc007ba9.mp3,,,False,False,British,authoritative,middle-aged,male,news,,
pFZP5JQG7iQjIQuC4Bku,Lily,https://storage.googleapis.com/eleven-public-prod/premade/voices/pFZP5JQG7iQjIQuC4Bku/89b68b35-b3dd-4348-a84a-a3c13a3c2b30.mp3,,,False,False,British,warm,middle-aged,female,narration,,
pqHfZKP75CvOlQylNhV4,Bill,https://storage.googleapis.com/eleven-public-prod/premade/voices/pqHfZKP75CvOlQylNhV4/d782b3ff-84ba-4029-848c-acf01285524d.mp3,,,False,False,American,trustworthy,old,male,narration,,
03vEurziQfq3V8WZhQvn,Sassy Aerisita,https://storage.googleapis.com/eleven-public-prod/custom/voices/03vEurziQfq3V8WZhQvn/buuoaCIA3tuz8RwffiH0.mp3,,admin,False,False,american,,middle_aged,female,characters_animation,en,upbeat
09AoN6tYyW3VSTQqCo7C,Jessi,https://storage.googleapis.com/eleven-public-prod/custom/voices/09AoN6tYyW3VSTQqCo7C/kcwjIEhj1vqIC05nQ8a3.mp3,,admin,False,False,american,,young,female,narrative_story,en,pleasant
0KHnj4wUYjvkwNNX8xXc,Betsy - Wise and Thoughtful,https://storage.googleapis.com/eleven-public-prod/ofJ3ST4rvZcJUjpc7t5B7gqcCz93/voices/anTM0b7RpmlXjaq6fqEy/24840a90-07eb-4aca-a7f5-e6622340bb63.mp3,,admin,False,False,american,,old,female,narrative_story,,wise
0ZOhGcBopt9S6GBK8tnj,Ayesha - Energetic Indian Voice,https://storage.googleapis.com/eleven-public-prod/database/user/TLzQBQZ61wQrytFwliQpe4LeshE3/voices/0ZOhGcBopt9S6GBK8tnj/Ogx9WOvdSMwuTmSfMlCd.mp3,,admin,False,False,indian,,middle_aged,female,narrative_story,en,upbeat
0l6PsSDIC2H1EVi0cR5o,Twilight Zone Guy,https://storage.googleapis.com/eleven-public-prod/FybV0NppK1S5w80WwJfThGTcEGF2/voices/UfRBwSJrgjDtzrEf8P2s/5939d823-1ffd-4526-ac6d-43d05b39d50f.mp3,,admin,False,False,american,,old,male,,,
0puL4LxtZGPdy8RpBLID,Renata,https://storage.googleapis.com/eleven-public-prod/TFeOnlmn4lhUjj1XGhWdOjBR67c2/voices/2limOQJuWEAP3IwwXJbC/d868bcd3-aed7-45f8-be03-563df6f14c4c.mp3,,admin,False,False,american,,old,female,characters_animation,,formal
0tV1JeTprxNhCl2ewwge,Alchemist,https://storage.googleapis.com/eleven-public-prod/lA5gT7FFPLVt66XJyVjpVR1ljPA2/voices/piGSPxxiQt0BG8z7SMfK/2cb84c7c-05cc-4b8e-a4ee-6663dd1ab998.mp3,,admin,False,False,american,,old,male,narrative_story,,crisp
1CehFKr7Sqj4dgBKRIz7,Natasha - Valley girl,https://storage.googleapis.com/eleven-public-prod/CpJRF07XekXZp2RcBTTkntmWfi72/voices/uxKr2vlA4hYgXZR1oPRT/b987a4d1-e94c-44ea-b42c-b40785a8e590.mp3,,admin,False,False,american,,young,female,social_media,,sassy
1HpUgUt12zU1adExwPHw,wise-woman,https://storage.googleapis.com/eleven-public-prod/nSmUbArDURbjgDFz5jx6gXxYsNC3/voices/33908jj7LBmsd0deWaxM/f8701a46-3e13-484e-a822-f61981b1b1dc.mp3,,admin,False,False,african,,old,female,narrative_story,,confident
1RVpBInY9YUYMLSUQReV,Cody McAvoy,https://storage.googleapis.com/eleven-public-prod/EzfotYSdpJdL97IDcxmmjJAFhrB3/voices/1RVpBInY9YUYMLSUQReV/f4807088-b6ff-48fa-83ca-a060fe724d10.mp3,,admin,False,False,american,,young,male,conversational,en,pleasant
1SJjcjy45jFu6erSHVWq,Howard - American Radio Voice,https://storage.googleapis.com/eleven-public-prod/ZzIzVo9ATCeBEsjfTWa17GTKTtn1/voices/sYBdD7D45WVuEZmG8UeB/1647a8b9-c022-4e02-af56-086d5d2e7efa.mp3,,admin,False,False,american,,old,male,advertisement,,modulated
1YBpxMFAafA83t7u1xof,Hobbs - Casual Narration,https://storage.googleapis.com/eleven-public-prod/database/user/CxOdUisZCmbrwscj4IdXsxc4K463/voices/1YBpxMFAafA83t7u1xof/a6bb9ccd-49d2-4f55-9224-2e3aabd2ef3c.mp3,,admin,False,False,american,,middle_aged,male,narrative_story,en,calm
1ZXoeYZdiQSHvcqCtXLM,Johnson,https://storage.googleapis.com/eleven-public-prod/vW8G0yenJYVbwIqz01TSkNnRpaz2/voices/i0SKwBQuJrBhzLnMoyHl/8ef3bec9-50b5-4532-a0f7-babc7de4ca76.mp3,,admin,False,False,british,,old,male,characters_animation,,rough
1btZhL2wthuOhUqvI0bB,Emily  - pleasant teen voice,https://storage.googleapis.com/eleven-public-prod/opnveFdsOUSqSDvVg1e9RtN4lWG2/voices/tZ7CAYevCBDjnoUrMFli/430cc09c-257d-41cd-acdd-5177e05a193a.mp3,,admin,False,False,british,,young,female,conversational,,pleasant
1u7qVK4mL5QgNHouikcQ,Old Joshua,https://storage.googleapis.com/eleven-public-prod/oM6fD9g30cZXGrWiteTGD9drCyB3/voices/GENtc1uU9r4mEDdGhHuL/42de0470-b29d-4b58-85d9-751bf06b6811.mp3,,admin,False,False,american,,old,male,narrative_story,,deep
1uCFD48r61t9IwlmtsBg,Raven Reed,https://storage.googleapis.com/eleven-public-prod/SYn2MwSx1Bf3kZEoK3h7OTjQRLp1/voices/7gqZiKmA8gF8ue9Oa4wf/f9b44343-9569-4a1e-b9bb-b6a10e720600.mp3,,admin,False,False,american,,young,female,social_media,,chill
23UfQun29sS8foZsmEzE,"Trent - deep, dark, confident.",https://storage.googleapis.com/eleven-public-prod/8EQJ7T5EfFYCrlQEyuGnbTkjo412/voices/uEqrvMT0FEP2z59THbAM/acbea1ac-5e82-4614-803d-0b934b51bbf9.mp3,,admin,False,False,american,,young,male,advertisement,,deep
2EUn20N7uqcXUxqGrJEF,"Brittney Hart - Young Adult Female with Warm, Inviting Tone ",https://storage.googleapis.com/eleven-public-prod/database/user/glklRmLoFeWZciiTRthKn6JAIwp1/voices/2EUn20N7uqcXUxqGrJEF/ebNpyVJrxdBvlwCGfrlq.mp3,,admin,False,False,american,,middle_aged,female,informative_educational,en,pleasant
2PvEwT8I49J7FpkMNz1M,Brian - Broadcast News Anchor,https://storage.googleapis.com/eleven-public-prod/custom/voices/2PvEwT8I49J7FpkMNz1M/6Lkm0A4DAftLhaf5fEuy.mp3,,admin,False,False,american,,middle_aged,male,informative_educational,en,professional
2WpiENNuaQnBPl57mmlH,Sam,https://storage.googleapis.com/eleven-public-prod/m3xg6MNbWXUGd0ZU2fOCxqI3BrU2/voices/2WpiENNuaQnBPl57mmlH/b10fae65-2be4-4759-97f1-b44b2feb3868.mp3,,admin,False,False,british,,middle_aged,male,informative_educational,en,calm
2gfFk3IIlWK32gSALuTh,Brian - Old Teacher,https://storage.googleapis.com/eleven-public-prod/6rEFmG0weEgVxsCGCbjOcj2AXpW2/voices/xnF7fEvAqeAhfxecgiMe/6b506f8a-93ed-46cd-984b-6594dd57d464.mp3,,admin,False,False,american,,old,male,informative_educational,,wise
2ovNLFOsfyKPEWV5kqQi,Tony - King of New York,https://storage.googleapis.com/eleven-public-prod/P6pUmq42X5NZv0RV97gQ0XrmuXL2/voices/2ovNLFOsfyKPEWV5kqQi/6fb4dfa2-29e2-43e4-b482-8ffb2ef5d48a.mp3,,admin,False,False,american,,middle_aged,male,entertainment_tv,en,excited
